Primary Org Id,Primary Org Name,Primary Org City,Primary Org State,Primary Org Country,ArXiv Id,Affiliation Sequence Number,paper_id
60031819,University of Colorado System,Denver,CO,United States,2201.00254v2,2,2201.00254
60086353,Atacama Large Millimeter-submillimeter Array,Santiago,,Chile,2201.00463v1,5,2201.00463
60006089,Administrative Headquarters of the Max Planck Society,Munich,Bayern,Germany,2201.00747v1,7,2201.00747
60027757,United States Department of Energy,"Washington, D.C.",DC,United States,2201.00259v1,1,2201.00259
60024941,"University of California, Santa Cruz",Santa Cruz,CA,United States,2201.00070v2,3,2201.00070
60003977,Northwestern Polytechnical University,Xi'an,Shaanxi,China,2201.00269v1,2,2201.00269
60002798,Chinese University of Hong Kong,Hong Kong,,Hong Kong,2201.00948v1,1,2201.00948
60031126,Tokyo Institute of Technology,Tokyo,,Japan,2201.00946v2,1,2201.00946
60014204,Universidad de Huelva,Huelva,Huelva,Spain,2201.00884v2,4,2201.00884
60031855,"Tata Institute of Fundamental Research, Mumbai",Mumbai,MH,India,2201.00697v1,19,2201.00697
60071031,Institut National de la Recherche Scientifique,Quebec,QC,Canada,2201.00691v1,1,2201.00691
60008673,Lobachevsky State University of Nizhni Novgorod,Nizhny Novgorod,Nizhny Novgorod Oblast,Russian Federation,2201.00246v2,4,2201.00246
60025225,University of Southampton,Southampton,Hampshire,United Kingdom,2201.00647v1,2,2201.00647
60014256,University of Tsukuba,Tsukuba,Ibaraki,Japan,2201.00536v1,1,2201.00536
60016087,China University of Petroleum-Beijing,Beijing,,China,2201.00168v1,1,2201.00168
60012471,United States Department of Defense,Arlington,VA,United States,2201.00489v3,1,2201.00489
60030788,Hiroshima University,Higashihiroshima,Hiroshima,Japan,2201.00597v1,6,2201.00597
60257001,INP - Institut de Physique,Paris,Ile-de-France,France,2201.00704v2,1,2201.00704
60024613,Carnegie Institution of Washington,"Washington, D.C.",DC,United States,2201.00882v2,1,2201.00882
60085092,Paris-Est Sup,Marne-la-Vallee,Ile-de-France,France,2201.00579v2,31,2201.00579
60112903,"Baidu, Inc.",Beijing,,China,2201.00107v1,2,2201.00107
60012708,Stanford University,Stanford,CA,United States,2201.00927v1,3,2201.00927
60012708,Stanford University,Stanford,CA,United States,2201.00104v4,1,2201.00104
60020131,Texas A and M University System,College Station,TX,United States,2201.00468v1,1,2201.00468
60019778,Organisation Européenne pour la Recherche Nucléaire,Geneva,GE,Switzerland,2201.00600v1,5,2201.00600
60031475,Savitribai Phule Pune University,Pune,MH,India,2201.00295v2,2,2201.00295
60001604,Ministry of Education of the People's Republic of China,Beijing,Beijing,China,2201.00085v1,4,2201.00085
60106017,Université Paris-Saclay,Gif-sur-Yvette,Ile-de-France,France,2201.00827v1,13,2201.00827
60106111,Geosciences Paris-Saclay,Orsay,Ile-de-France,France,2201.00196v1,1,2201.00196
60001422,Sorbonne Université,Paris,Ile-de-France,France,2201.00580v1,1,2201.00580
60023237,Beijing Normal University,Beijing,,China,2201.00664v1,1,2201.00664
60133777,CAS Wu Wen-Tsun Key Laboratory of Mathematics,Hefei,Anhui,China,2201.00110v1,2,2201.00110
60009851,Korea Institute for Advanced Study,Seoul,Seoul,South Korea,2201.00348v6,1,2201.00348
60001430,Universidade Federal do ABC,Santo Andre,SP,Brazil,2201.00047v2,4,2201.00047
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.00663v2,1,2201.00663
60022175,Durham University,Durham,County Durham,United Kingdom,2201.00833v1,5,2201.00833
60031203,University of California System,Oakland,CA,United States,2201.00092v3,2,2201.00092
60031203,University of California System,Oakland,CA,United States,2201.00289v1,7,2201.00289
60031819,University of Colorado System,Denver,CO,United States,2201.00967v1,3,2201.00967
60031819,University of Colorado System,Denver,CO,United States,2201.00449v1,3,2201.00449
60005120,Idaho National Laboratory,Idaho Falls,ID,United States,2201.00967v1,7,2201.00967
60006951,The University of North Carolina at Charlotte,Charlotte,NC,United States,2201.00889v1,2,2201.00889
60021293,International Business Machines,Armonk,NY,United States,2201.00522v4,3,2201.00522
60020650,University of Bristol,Bristol,,United Kingdom,2201.00049v3,4,2201.00049
60025272,The University of Tokyo,Tokyo,,Japan,2201.00597v1,11,2201.00597
60014652,Hokkaido University,Sapporo,Hokkaido,Japan,2201.00952v1,1,2201.00952
60170584,"JD.com, Inc.",Beijing,,China,2201.00107v1,4,2201.00107
60068680,Prokhorov General Physics Institute of the Russian Academy of Sciences,Moscow,,Russian Federation,2201.00316v1,3,2201.00316
60011373,Technical University of Denmark,Lyngby,Hovedstaden,Denmark,2201.00602v1,1,2201.00602
60013959,University of Florida,Gainesville,FL,United States,2201.00275v1,1,2201.00275
60032350,Sapienza Università di Roma,Rome,RM,Italy,2201.00023v1,1,2201.00023
60019499,Chinese Academy of Sciences,Beijing,Beijing,China,2201.00464v1,2,2201.00464
60020555,United States Department of Health and Human Services,"Washington, D.C.",DC,United States,2201.00458v1,3,2201.00458
60019778,Organisation Européenne pour la Recherche Nucléaire,Geneva,GE,Switzerland,2201.00202v1,2,2201.00202
60104353,IIT Council,Kanpur,UP,India,2201.00135v1,1,2201.00135
60030612,"University of California, San Diego",La Jolla,CA,United States,2201.00906v2,1,2201.00906
60001422,Sorbonne Université,Paris,Ile-de-France,France,2201.00885v3,6,2201.00885
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.00196v1,1,2201.00196
60021143,West Virginia University,Morgantown,WV,United States,2201.00624v2,4,2201.00624
60103653,Aalto University,Espoo,Uusimaa,Finland,2201.00568v1,1,2201.00568
60020183,University of Maryland Medical System,,MD,United States,2201.00942v1,2,2201.00942
60021182,Sun Yat-Sen University,Guangzhou,Guangdong,China,2201.00962v2,4,2201.00962
60005429,National Taiwan University,Taipei,,Taiwan,2201.00458v1,10,2201.00458
60010818,University of Kent,Canterbury,Kent,United Kingdom,2201.00463v1,9,2201.00463
60001439,Pennsylvania State University,University Park,PA,United States,2201.00891v1,11,2201.00891
60032398,University of Jyväskylä,Jyvaskyla,Central Finland,Finland,2201.00019v2,7,2201.00019
60023932,University of Technology Sydney,Sydney,NSW,Australia,2201.00910v3,2,2201.00910
60008088,Universidade de São Paulo,Sao Paulo,SP,Brazil,2201.00363v1,1,2201.00363
60008240,Institute of Mathematics of the Romanian Academy,Bucharest,Bucharest,Romania,2201.00839v2,4,2201.00839
60003970,Zhejiang University,Hangzhou,Zhejiang,China,2201.00206v1,1,2201.00206
60025757,Indian Institute of Technology Madras,Chennai,TN,India,2201.00966v1,1,2201.00966
60030623,"Rutgers, The State University of New Jersey",New Brunswick,NJ,United States,2201.00881v1,1,2201.00881
60001002,Universidade da Beira Interior,Covilha,Castelo Branco,Portugal,2201.00174v1,2,2201.00174
60016849,University of Toronto,Toronto,ON,Canada,2201.00458v1,2,2201.00458
60023520,Pontificia Universidad Católica de Valparaíso,Valparaiso,,Chile,2201.00407v1,3,2201.00407
60006754,Consejo Superior de Investigaciones Científicas,Madrid,Madrid,Spain,2201.00579v2,4,2201.00579
60106017,Université Paris-Saclay,Gif-sur-Yvette,Ile-de-France,France,2201.00170v2,1,2201.00170
60106017,Université Paris-Saclay,Gif-sur-Yvette,Ile-de-France,France,2201.00213v1,2,2201.00213
60002952,Helsingin Yliopisto,Helsinki,Uusimaa,Finland,2201.00422v3,1,2201.00422
60008827,University of Wyoming,Laramie,WY,United States,2201.00441v2,3,2201.00441
60007174,Lawrence Berkeley National Laboratory,Berkeley,CA,United States,2201.00423v1,2,2201.00423
60027509,"Università degli Studi di Roma \Tor Vergata\""""",Rome,RM,Italy,2201.00732v2,1,2201.00732
60031203,University of California System,Oakland,CA,United States,2201.00713v1,1,2201.00713
60015201,Institut d'Astrophysique de Paris,Paris,Ile-de-France,France,2201.00245v1,2,2201.00245
60027245,Université Toulouse III - Paul Sabatier,Toulouse,Occitanie,France,2201.00878v1,3,2201.00878
60026298,Università degli Studi di Camerino,Camerino,MC,Italy,2201.00388v2,1,2201.00388
60001104,"National Centre for Scientific Research \DEMOKRITOS\""""",Athens,Attica,Greece,2201.00579v2,16,2201.00579
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.00390v1,1,2201.00390
60027950,Carnegie Mellon University,Pittsburgh,PA,United States,2201.00813v2,2,2201.00813
60010432,Soochow University,Suzhou,Jiangsu,China,2201.00014v1,7,2201.00014
60019647,Georgia Institute of Technology,Atlanta,GA,United States,2201.00217v1,4,2201.00217
60005745,University of Minnesota System,Minneapolis,MN,United States,2201.00340v1,1,2201.00340
60012070,University of Leeds,Leeds,West Yorkshire,United Kingdom,2201.00430v2,1,2201.00430
60080064,Ariel University,Ariel,,Israel,2201.00432v1,1,2201.00432
60123630,École Nationale Supérieure de Formation de l'Enseignement Agricole (ENSFEA),Castanet-Tolosan,Occitanie,France,2201.00777v1,2,2201.00777
60019499,Chinese Academy of Sciences,Beijing,Beijing,China,2201.00156v1,3,2201.00156
60003634,Universidad Austral de Chile,Valdivia,,Chile,2201.00613v1,1,2201.00613
60009236,Institut polytechnique de Grenoble,Grenoble,,France,2201.00505v1,1,2201.00505
60023588,Universitat Basel,Basel,BS,Switzerland,2201.00578v1,1,2201.00578
60105097,Laboratoire d'Informatique Gaspard-Monge,Marne-la-Vallee,Ile-de-France,France,2201.00730v1,2,2201.00730
60118460,Alibaba Group Holding Limited,Yu Hang,Hangzhou,China,2201.00625v1,2,2201.00625
60017970,Henan University of Technology,Zhengzhou,Henan,China,2201.00460v2,4,2201.00460
60003707,Academy of Mathematics and System Sciences Chinese Academy of Sciences,Beijing,,China,2201.00974v1,1,2201.00974
60008592,Hong Kong University of Science and Technology,Hong Kong,,Hong Kong,2201.00748v1,1,2201.00748
60257001,INP - Institut de Physique,Paris,Ile-de-France,France,2201.00556v3,1,2201.00556
60000677,Leibniz Institute for Astrophysics Potsdam,Potsdam,Brandenburg,Germany,2201.00079v2,2,2201.00079
60072485,"Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",Saint Petersburg,,Russian Federation,2201.00612v1,4,2201.00612
60019118,University of Science and Technology of China,Hefei,Anhui,China,2201.00207v2,1,2201.00207
60020304,"University of Maryland, College Park",College Park,MD,United States,2201.00248v3,1,2201.00248
60025038,"University of California, Berkeley",Berkeley,CA,United States,2201.00712v1,6,2201.00712
60172608,"Laboratoire Lumière, Matière et Interfaces",Cachan,Ile-de-France,France,2201.00170v2,1,2201.00170
60001430,Universidade Federal do ABC,Santo Andre,SP,Brazil,2201.00915v1,1,2201.00915
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.00032v2,2,2201.00032
60017060,Central South University,Changsha,Hunan,China,2201.00106v1,2,2201.00106
60031707,Michigan State University,East Lansing,MI,United States,2201.00114v1,3,2201.00114
60019909,University of Wisconsin-Milwaukee,Milwaukee,WI,United States,2201.00697v1,6,2201.00697
60031707,Michigan State University,East Lansing,MI,United States,2201.00114v1,1,2201.00114
60013372,The University of Texas at Austin,Austin,TX,United States,2201.00068v3,5,2201.00068
60012708,Stanford University,Stanford,CA,United States,2201.00072v2,1,2201.00072
60028378,Stockholms universitet,Stockholm,Stockholm,Sweden,2201.00840v2,1,2201.00840
60023462,Waseda University,Tokyo,,Japan,2201.00372v1,1,2201.00372
60122591,Purdue University System,West Lafayette,IN,United States,2201.00435v1,1,2201.00435
60195969,Mohamed Bin Zayed University of Artificial Intelligence,Abu Dhabi,Abu Dhabi,United Arab Emirates,2201.00814v2,3,2201.00814
60000221,University of Colorado Boulder,Boulder,CO,United States,2201.00452v1,3,2201.00452
60027844,Universidad de Granada,Granada,Granada,Spain,2201.00070v2,4,2201.00070
60031203,University of California System,Oakland,CA,United States,2201.00863v1,1,2201.00863
60031203,University of California System,Oakland,CA,United States,2201.00827v1,2,2201.00827
60025278,Tsinghua University,Beijing,,China,2201.00129v2,1,2201.00129
60003970,Zhejiang University,Hangzhou,Zhejiang,China,2201.00990v1,1,2201.00990
60007155,Guangdong University of Technology,Guangzhou,Guangdong,China,2201.00714v1,4,2201.00714
60017605,Fuzhou University,Fuzhou,Fujian,China,2201.00675v3,1,2201.00675
60018515,University System of Maryland,Baltimore,MD,United States,2201.00757v1,2,2201.00757
60002494,Université McGill,Montreal,QC,Canada,2201.00825v1,5,2201.00825
60031828,McMaster University,Hamilton,ON,Canada,2201.00829v2,1,2201.00829
60104285,"Ikerbasque, Basque Foundation for Science",Bilbao,Basque Country,Spain,2201.00817v1,5,2201.00817
60026610,Clemson University,Clemson,SC,United States,2201.00293v2,2,2201.00293
60029042,University of Hawaiʻi System,Honolulu,HI,United States,2201.00925v2,2,2201.00925
60016529,Radboud Universiteit,Nijmegen,Gelderland,Netherlands,2201.00727v1,8,2201.00727
60018179,University of South Carolina,Columbia,SC,United States,2201.00516v3,3,2201.00516
60022046,Manchester Metropolitan University,Manchester,Greater Manchester,United Kingdom,2201.00163v1,1,2201.00163
60006089,Administrative Headquarters of the Max Planck Society,Munich,Bayern,Germany,2201.00837v2,1,2201.00837
60113665,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",Pisa,PI,Italy,2201.00697v1,18,2201.00697
60015941,University of Kentucky,Lexington,KY,United States,2201.00975v1,1,2201.00975
60071113,Haskoli Islands,Reykjavik,,Iceland,2201.00121v1,5,2201.00121
60005667,École Normale Supérieure de Lyon,Lyon,Auvergne-Rhone-Alpes,France,2201.00729v1,8,2201.00729
60012090,Metropolitan State University of Denver,Denver,CO,United States,2201.00237v1,2,2201.00237
60013402,Oregon State University,Corvallis,OR,United States,2201.00004v1,2,2201.00004
60025761,Huazhong University of Science and Technology,Wuhan,Hubei,China,2201.00454v1,2,2201.00454
60025761,Huazhong University of Science and Technology,Wuhan,Hubei,China,2201.00143v1,2,2201.00143
60008435,Tohoku University,Sendai,Miyagi,Japan,2201.00495v1,1,2201.00495
60006164,Los Alamos National Laboratory,Los Alamos,NM,United States,2201.00876v2,1,2201.00876
60009860,Fudan University,Shanghai,,China,2201.00493v2,1,2201.00493
60016979,Universidade da Madeira,Funchal,,Portugal,2201.00746v1,2,2201.00746
60027245,Université Toulouse III - Paul Sabatier,Toulouse,Occitanie,France,2201.00556v3,1,2201.00556
60022315,Lancashire Teaching Hospitals NHS Foundation Trust,Preston,Lancashire,United Kingdom,2201.00163v1,2,2201.00163
60079949,Homi Bhabha National Institute,Mumbai,MH,India,2201.00621v2,2,2201.00621
60030835,University of Alberta,Edmonton,AB,Canada,2201.00034v1,1,2201.00034
60003892,Arizona State University,Tempe,AZ,United States,2201.00992v2,3,2201.00992
60104544,"Institute for Basic Science, Daejeon",Daejeon,,South Korea,2201.00208v2,3,2201.00208
60029616,Aarhus Universitet,Aarhus,Midtjylland,Denmark,2201.00830v3,1,2201.00830
60021666,Nanjing University of Aeronautics and Astronautics,Nanjing,Jiangsu,China,2201.00527v1,1,2201.00527
60025038,"University of California, Berkeley",Berkeley,CA,United States,2201.00863v1,1,2201.00863
60032211,University of Texas System,Austin,TX,United States,2201.00455v1,1,2201.00455
60007816,Commissariat a l'Energie Atomique et aux Energies Alternatives,Gif-sur-Yvette,,France,2201.00666v2,1,2201.00666
60005455,Yale University,New Haven,CT,United States,2201.00912v1,1,2201.00912
60016605,Charles University,Prague,,Czech Republic,2201.00913v5,1,2201.00913
60030106,"Istituto Nazionale Di Astrofisica, Rome",Rome,RM,Italy,2201.00853v1,5,2201.00853
60000036,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brazil,2201.00575v1,2,2201.00575
60103653,Aalto University,Espoo,Uusimaa,Finland,2201.00554v1,1,2201.00554
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.00058v2,2,2201.00058
60031624,Università Politecnica delle Marche,Ancona,AN,Italy,2201.00571v1,1,2201.00571
60026548,Rhodes University,Grahamstown,Eastern Cape,South Africa,2201.00069v1,7,2201.00069
60020131,Texas A and M University System,College Station,TX,United States,2201.00773v3,1,2201.00773
60001604,Ministry of Education of the People's Republic of China,Beijing,Beijing,China,2201.00607v3,3,2201.00607
60032711,Bülent Ecevit University,Zonguldak,,Turkey,2201.00787v3,1,2201.00787
60001873,Kyung Hee University,Seoul,,South Korea,2201.00705v1,4,2201.00705
60016060,Universität Augsburg,Augsburg,Bayern,Germany,2201.00808v2,2,2201.00808
60009507,University of Montreal,Montreal,QC,Canada,2201.00825v1,4,2201.00825
60008069,Technische Universität Chemnitz,Chemnitz,Sachsen,Germany,2201.00716v2,2,2201.00716
60023380,Chongqing University,Chongqing,,China,2201.00667v2,1,2201.00667
60023256,Politecnico di Milano,Milan,MI,Italy,2201.00686v1,3,2201.00686
60189229,Yamato University,Suita,Osaka,Japan,2201.00305v1,1,2201.00305
60031203,University of California System,Oakland,CA,United States,2201.00299v3,2,2201.00299
60027631,"Institute of High Energy Physics, Chinese Academy of Sciences",Beijing,,China,2201.00939v3,2,2201.00939
60108665,Université PSL,Paris,Ile-de-France,France,2201.00885v3,6,2201.00885
60003269,Princeton University,Princeton,NJ,United States,2201.00043v1,1,2201.00043
60112364,"Government of India, Ministry of Human Resource Development",New Delhi,,India,2201.00518v1,2,2201.00518
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.00949v2,2,2201.00949
60003915,Vanderbilt University,Nashville,TN,United States,2201.00474v2,1,2201.00474
60007776,Cornell University,Ithaca,NY,United States,2201.00929v2,1,2201.00929
60027337,Henryk Niewodniczanski Institute of Nuclear Physics of the Polish Academy of Sciences,Krakow,MP,Poland,2201.00069v1,19,2201.00069
60109945,"Islamic Azad University, Ahar Branch",Ahar,East Azerbaijan Province,Iran,2201.00403v1,1,2201.00403
60019160,Syddansk Universitet,Odense,Syddanmark,Denmark,2201.00654v3,5,2201.00654
60001563,Universidad de Buenos Aires,Buenos Aires,,Argentina,2201.00945v1,2,2201.00945
60016005,Queen's University,Kingston,ON,Canada,2201.00428v1,3,2201.00428
60271888,Instituto de Ciencias de la Computación (ICC),Buenos Aires,,Argentina,2201.00690v1,1,2201.00690
60029507,Friedrich-Schiller-Universität Jena,Jena,Thuringen,Germany,2201.00697v1,13,2201.00697
60199493,National Yang Ming Chiao Tung University,Hsinchu,,Taiwan,2201.00696v2,5,2201.00696
60123796,Université Paris Cité,Paris,Ile-de-France,France,2201.00077v3,1,2201.00077
60025926,MacEwan University,Edmonton,AB,Canada,2201.00765v2,3,2201.00765
60032585,"Ministry of Education, Culture, Sports, Science and Technology",Tokyo,Tokyo,Japan,2201.00133v1,3,2201.00133
60029516,University of Hyderabad,Hyderabad,TG,India,2201.00295v2,1,2201.00295
60025757,Indian Institute of Technology Madras,Chennai,TN,India,2201.00318v2,2,2201.00318
60018746,INSU - Institut National des Sciences de l'Univers,Paris,Ile-de-France,France,2201.00579v2,20,2201.00579
60019499,Chinese Academy of Sciences,Beijing,Beijing,China,2201.00821v2,3,2201.00821
60105986,Laboratoire Leprince-Ringuet,Palaiseau,Ile-de-France,France,2201.00069v1,17,2201.00069
60027666,Sharif University of Technology,Tehran,Tehran,Iran,2201.00707v4,1,2201.00707
60159743,SUNY Polytechnic Institute,Albany,NY,United States,2201.00484v1,1,2201.00484
60105360,Simons Foundation,New York,NY,United States,2201.00853v1,14,2201.00853
60009415,The University of Texas at Dallas,Richardson,TX,United States,2201.00068v3,1,2201.00068
60025709,The University of Sydney,Sydney,NSW,Australia,2201.00934v1,2,2201.00934
60110415,Institut Mines Télécom,Paris,Ile-de-France,France,2201.00549v2,1,2201.00549
60022319,Research Centre For Astronomy and Earth Sciences,Budapest,,Hungary,2201.00784v1,1,2201.00784
60019778,Organisation Européenne pour la Recherche Nucléaire,Geneva,GE,Switzerland,2201.00019v2,4,2201.00019
60104353,IIT Council,Kanpur,UP,India,2201.00662v1,1,2201.00662
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.00069v1,24,2201.00069
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.00540v1,2,2201.00540
60072651,L-Università ta' Malta,Msida,,Malta,2201.00918v1,4,2201.00918
60026851,University of Oxford,Oxford,Oxfordshire,United Kingdom,2201.00018v1,1,2201.00018
60000986,University of Massachusetts Chan Medical School,Worcester,MA,United States,2201.00727v1,4,2201.00727
60021918,University of Virginia,Charlottesville,VA,United States,2201.00389v2,1,2201.00389
60117454,FPT Corporation,Hanoi,,Viet Nam,2201.00237v1,3,2201.00237
60006726,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brazil,2201.00356v1,1,2201.00356
60014992,Universidade Federal de São Paulo,Sao Paulo,SP,Brazil,2201.00250v1,1,2201.00250
60032717,Universitat de Lleida,Lleida,Lleida,Spain,2201.00524v5,1,2201.00524
60025371,The University of Alabama,Tuscaloosa,AL,United States,2201.00055v1,4,2201.00055
60000796,Institute of Hematology and Blood Transfusion,Prague,,Czech Republic,2201.00701v1,3,2201.00701
60031777,Islamic Azad University,Tehran,Tehran,Iran,2201.00227v1,2,2201.00227
60030162,Columbia University,New York,NY,United States,2201.00044v3,1,2201.00044
60021660,Istituto Nazionale di Fisica Nucleare - INFN,Rome,,Italy,2201.00433v1,2,2201.00433
60009507,University of Montreal,Montreal,QC,Canada,2201.00241v1,2,2201.00241
60104343,Indian Institute of Technology Jodhpur,Jodhpur,RJ,India,2201.00404v1,2,2201.00404
60018746,INSU - Institut National des Sciences de l'Univers,Paris,Ile-de-France,France,2201.00069v1,24,2201.00069
60013789,Beihang University,Beijing,,China,2201.00016v1,1,2201.00016
60015992,University of North Texas System,Denton,TX,United States,2201.00804v5,2,2201.00804
60038597,Scientific Practical Materials Research Centre of NAS of Belarus,Minsk,Minsk Oblast,Belarus,2201.00134v1,4,2201.00134
60017396,"Academia Sinica, Institute Of Physics",Taipei,,Taiwan,2201.00574v1,1,2201.00574
60045778,Université de Tunis El Manar,Tunis,Tunis,Tunisia,2201.00231v1,1,2201.00231
60031101,University of Cambridge,Cambridge,Cambridgeshire,United Kingdom,2201.00211v1,4,2201.00211
60030434,Qingdao University,Qingdao,Shandong,China,2201.00765v2,1,2201.00765
60013795,University System of Georgia,Atlanta,GA,United States,2201.00217v1,3,2201.00217
60012345,Christian-Albrechts-Universität zu Kiel,Kiel,Schleswig-Holstein,Germany,2201.00859v1,2,2201.00859
60019615,CEA Saclay,Gif-sur-Yvette,Ile-de-France,France,2201.00069v1,6,2201.00069
60007776,Cornell University,Ithaca,NY,United States,2201.00042v2,4,2201.00042
60027363,University of Chinese Academy of Sciences,Beijing,,China,2201.00014v1,4,2201.00014
60271648,Meta,Menlo Park,CA,United States,2201.00627v2,1,2201.00627
60027757,United States Department of Energy,"Washington, D.C.",DC,United States,2201.00780v1,1,2201.00780
60027757,United States Department of Energy,"Washington, D.C.",DC,United States,2201.00445v2,1,2201.00445
60002952,Helsingin Yliopisto,Helsinki,Uusimaa,Finland,2201.00019v2,7,2201.00019
60000947,U.S. Department of Commerce,"Washington, D.C.",DC,United States,2201.00247v1,7,2201.00247
60027666,Sharif University of Technology,Tehran,Tehran,Iran,2201.00083v1,1,2201.00083
60257030,INS2I - Institut Des Sciences de L'Information et de Leurs Interactions,Paris,Ile-de-France,France,2201.00343v1,3,2201.00343
60011226,Technische Universität Darmstadt,Darmstadt,Hessen,Germany,2201.00763v1,1,2201.00763
60004518,Consejo Nacional de Investigaciones Científicas y Técnicas,Buenos Aires,,Argentina,2201.00477v2,2,2201.00477
60006264,CNR - Istituto Nazionale di Ottica,Florence,,Italy,2201.00821v2,7,2201.00821
60021666,Nanjing University of Aeronautics and Astronautics,Nanjing,Jiangsu,China,2201.00672v1,1,2201.00672
60025710,"Agency for Science, Technology and Research, Singapore",Singapore City,,Singapore,2201.00020v3,2,2201.00020
60019778,Organisation Européenne pour la Recherche Nucléaire,Geneva,GE,Switzerland,2201.00070v2,2,2201.00070
60012227,Scuola Internazionale Superiore di Studi Avanzati,Trieste,TS,Italy,2201.00756v1,1,2201.00756
60011891,Universität Trier,Trier,Rheinland-Pfalz,Germany,2201.00682v2,2,2201.00682
60021508,University of Notre Dame,Notre Dame,IN,United States,2201.00839v2,3,2201.00839
60103759,CSIC-UAM-UC3M-UCM - Instituto de Ciencias Matematicas (ICMAT),Madrid,,Spain,2201.00868v1,4,2201.00868
60030270,Guangxi University,Nanning,Guangxi,China,2201.00441v2,2,2201.00441
60014439,"University of California, Davis",Davis,CA,United States,2201.00292v4,1,2201.00292
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.00525v2,1,2201.00525
60008134,CNRS Centre National de la Recherche Scientifique,Paris,Ile-de-France,France,2201.00069v1,30,2201.00069
60021918,University of Virginia,Charlottesville,VA,United States,2201.00798v2,1,2201.00798
60010365,The University of British Columbia,Vancouver,BC,Canada,2201.00252v3,1,2201.00252
60106017,Université Paris-Saclay,Gif-sur-Yvette,Ile-de-France,France,2201.00579v2,31,2201.00579
60107405,Skolkovo Institute of Science and Technology,Moscow,,Russian Federation,2201.00647v1,3,2201.00647
60000765,Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen,Bayern,Germany,2201.00329v1,1,2201.00329
60199632,Gachon University,Seongnam,Gyeonggi-do,South Korea,2201.00462v1,4,2201.00462
60109024,"Facebook, Inc.",Menlo Park,CA,United States,2201.00627v2,1,2201.00627
60267571,The Regents of the University of Michigan,Ann Arbor,MI,United States,2201.00718v3,1,2201.00718
60118517,The University of Alabama System,Tuscaloosa,AL,United States,2201.00055v1,2,2201.00055
60003674,L'Observatoire de Paris,Paris,Ile-de-France,France,2201.00808v2,1,2201.00808
60003674,L'Observatoire de Paris,Paris,Ile-de-France,France,2201.00608v1,1,2201.00608
60082861,Ministero dell'Università e della Ricerca,Rome,RM,Italy,2201.00577v2,1,2201.00577
60025084,Shanghai Jiao Tong University,Shanghai,,China,2201.00402v2,1,2201.00402
60025063,KU Leuven,Leuven,Vlaams-Brabant,Belgium,2201.00644v1,1,2201.00644
60025929,University of Mumbai,Mumbai,MH,India,2201.00418v2,3,2201.00418
60005248,Johns Hopkins University,Baltimore,MD,United States,2201.00819v1,1,2201.00819
60024324,University of Iowa,Iowa City,IA,United States,2201.00019v2,8,2201.00019
60019533,Tianjin University,Tianjin,,China,2201.00317v2,4,2201.00317
60027363,University of Chinese Academy of Sciences,Beijing,,China,2201.00512v1,2,2201.00512
60002952,Helsingin Yliopisto,Helsinki,Uusimaa,Finland,2201.00656v4,1,2201.00656
60004718,Université de Genève,Geneva,,Switzerland,2201.00395v2,1,2201.00395
60008055,Groupe INSA,Paris,Ile-de-France,France,2201.00343v1,3,2201.00343
60029306,Wuhan University,Wuhan,Hubei,China,2201.00167v1,2,2201.00167
60001439,Pennsylvania State University,University Park,PA,United States,2201.00232v1,1,2201.00232
60114686,"Istituto Nazionale di Fisica Nucleare, Sezione di Torino",Turin,,Italy,2201.00794v2,3,2201.00794
60019499,Chinese Academy of Sciences,Beijing,Beijing,China,2201.00826v1,7,2201.00826
60019499,Chinese Academy of Sciences,Beijing,Beijing,China,2201.00974v1,1,2201.00974
60112440,INSIS - Institut des Sciences de L'Ingénierie et des Systèmes,Paris,Ile-de-France,France,2201.00525v2,1,2201.00525
60027757,United States Department of Energy,"Washington, D.C.",DC,United States,2201.00289v1,10,2201.00289
60081106,Korea Astronomy and Space Science Institute,Daejeon,,South Korea,2201.00245v1,4,2201.00245
60001526,Mississippi State University,Mississippi State,MS,United States,2201.00893v1,1,2201.00893
60136274,Exzellenzcluster ORIGINS,Garching bei Munchen,Bayern,Germany,2201.00829v2,6,2201.00829
60008592,Hong Kong University of Science and Technology,Hong Kong,,Hong Kong,2201.00304v1,3,2201.00304
60012471,United States Department of Defense,Arlington,VA,United States,2201.00484v1,3,2201.00484
